transaction_id,timestamp,amount,merchant,category,customer_id,fraudulent
cfd677d0-6fd1-4fbe-bdfc-e46f2f62f7c7,2021-01-11 23:52:57.370327,953.5048485321022,Wallace Ltd,Grocery,5061,False
01d82b54-9a54-4af4-9bf3-99bd5d91380a,2021-06-08 05:33:37.605593,910.6114465684864,"Mann, Evans and Cole",Electronics,2531,False
85286a9f-4ce9-4291-bcfd-61c5c3aa61ae,2023-10-23 09:26:56.764332,232.04079437624898,"Johnson, Brown and Gomez",Clothing,5818,False
8fdf8c0e-9631-427e-bd92-384a48d4b26f,2023-11-22 13:28:25.547754,543.3356368035566,Carter-Mccoy,Electronics,6431,False
1075ef6b-8ef6-4dd3-a05f-1617964533bc,2022-08-10 00:40:11.359674,842.5840701062358,Meyer-Bates,Utilities,2563,False
1e1bd3d1-01d0-4c42-bd5f-a3f673c8e81f,2022-10-15 14:41:18.921497,162.2880037528231,"Mccormick, Carter and Watson",Utilities,5725,False
3be2caab-1449-4be7-b6dd-ac8c54affac7,2023-12-10 02:04:13.349936,371.5508791091785,Wood-Gallagher,Grocery,9946,False
bde465b0-7bda-44f2-9672-a0f634dd4f3f,2023-12-15 02:51:21.446715,506.222505477859,Scott-Acevedo,Electronics,8944,False
f6940e86-d76e-4cd1-97a6-99c878540f52,2023-05-25 21:25:36.676315,429.16610433911296,"Ramos, Casey and Jones",Electronics,2401,False
f252c6c6-f74e-4889-aabd-9ba3711b4514,2022-06-20 17:38:29.877493,356.03271310025127,Perry LLC,Grocery,1227,False
243aef22-8b6a-4528-ad7f-68f540b07660,2020-01-15 15:49:24.445131,857.270331496519,"Burns, Sanchez and Guerra",Clothing,8001,False
2480e0b8-3a1b-4a2a-9382-614f900c08b2,2023-12-26 14:23:53.309634,428.020452242153,Rogers-Oconnell,Electronics,3116,False
9e434606-ebd4-49eb-9f90-e895121fd937,2023-08-01 07:01:19.531897,988.9763111747726,Floyd-Sloan,Clothing,9832,False
963d0e89-16e6-42cc-98c8-4bf77f728881,2024-03-15 06:29:58.214401,249.53379862358116,"Eaton, Ramsey and Wang",Electronics,9464,False
60a80bef-2d14-4918-bf7c-8b6f35cd8bea,2022-12-19 03:36:47.273831,929.3643162926567,Gould-Reynolds,Utilities,1032,False
189fc8db-510e-4f49-bc2f-1c52cac946b0,2022-06-05 19:29:01.486034,557.7683728078964,Oliver LLC,Electronics,4743,False
cba94c35-4763-4152-a0cc-f1dc0c9c530e,2023-02-02 10:17:29.325456,131.96149454939214,Price Ltd,Grocery,6081,False
5575b6a9-b1c2-406f-b9cb-5b19b067f9c7,2021-03-15 03:56:09.841517,56.57310291691028,"Garza, Davis and Gallegos",Clothing,7494,False
96c675b9-e07e-4186-a355-b8b271c36ab8,2023-07-04 15:48:31.211750,605.4553159179505,"Anderson, Christensen and Garcia",Utilities,5975,False
d81ff0e8-1cb6-437a-9fdd-dc4d45b3ef8f,2023-11-30 16:18:42.955729,241.13788415995796,Smith-Hunter,Clothing,4466,False
d3892939-3ace-4dbd-801e-e000700be495,2022-08-12 06:37:16.400639,967.1991157712275,"Baker, Adams and Lopez",Electronics,2635,False
504e0ed3-081b-4487-8fd3-d55de25732ff,2022-04-28 13:10:44.148011,16.78141636166709,"Swanson, George and Hanson",Clothing,5137,False
230befe5-77cf-405e-9bac-7ca474108551,2023-05-04 06:37:00.875935,94.56685560115889,Page Group,Grocery,7788,False
2868dde1-ab7b-43ec-93bf-daad515ce912,2022-01-07 21:40:16.764270,206.95107918683885,Proctor-Erickson,Entertainment,4065,False
6a368495-9d0c-4998-8db8-35439079d27e,2021-12-03 14:06:36.878252,20.03785880739137,Fisher-Moore,Electronics,6972,False
4e0b75f4-743d-442f-a264-1e493bd0ded1,2021-11-10 23:09:22.614897,955.3881139984694,"Rose, Scott and Carter",Entertainment,2572,False
56ac5fd1-11e4-4cdb-851f-b7cf00bea83a,2022-06-29 09:16:42.789559,664.9760160222376,Thompson and Sons,Entertainment,6929,False
f1bed554-4fe0-4004-bd7e-96b3019f2819,2021-12-10 15:34:59.934303,46.1402034978965,"Hicks, Gallagher and Dominguez",Electronics,1861,True
12400376-5670-46bb-936a-6dc016ed9563,2022-02-12 03:00:18.887818,195.7836790526655,Robinson Ltd,Entertainment,3778,False
6d36f8ae-b351-4546-b9df-5cecb33e9a76,2021-02-27 23:49:33.916051,506.40205991976705,Solomon and Sons,Utilities,9402,False
125f7690-3aa9-488a-910f-586cf0a2835a,2020-10-20 17:07:50.070548,805.4098576569659,Gibson-Adams,Utilities,7710,False
227b43dd-59ac-4365-a34f-4483e6ee6530,2020-09-28 13:03:37.544302,96.83843849574629,"Richmond, Mack and Adams",Clothing,9575,False
24250bd6-5103-4165-9caf-431f143e7cab,2022-09-17 05:10:08.717147,940.787751325317,Miller-Ortiz,Utilities,1827,False
678f1004-373e-43d1-aa3e-408099ef9351,2022-11-30 20:28:48.456235,219.6058164244278,Wall-Cox,Entertainment,8617,False
4cc0de4a-1e85-4d0e-88e0-982eddb62592,2022-09-30 18:45:04.383089,547.1298172020905,Hall Inc,Grocery,7554,False
ca1a5133-a007-4d7b-a73e-ca29bf3ea819,2020-08-22 02:19:43.284186,758.1054876352994,Smith-Miller,Clothing,6519,False
4eb13c6d-814c-4fb8-a050-4dac6b5336de,2021-02-27 21:14:12.631503,842.8665741099938,Mcbride-Serrano,Entertainment,1060,False
cd70c1fc-05bc-4015-bfb3-190c975c1bd5,2022-04-07 16:43:52.454338,337.33021035493,"Kline, Harmon and Hart",Utilities,4031,False
29be2a1e-a90d-4822-9bec-0f221c42d0c6,2020-10-23 13:20:09.434137,201.30257954979695,Fields-Orozco,Entertainment,1528,False
861e57d6-cea3-4564-b309-41dc64987a69,2024-04-02 10:32:39.527110,900.7932648751677,"Williamson, Green and Hutchinson",Entertainment,6055,False
54487ff0-112e-4d4a-b91b-b37a61691f81,2022-07-16 08:13:37.345151,663.265840494978,Jackson Ltd,Utilities,2854,False
8c139d71-c302-4e02-a8b6-aac270e72e26,2024-02-03 22:20:58.784102,862.6986336076525,Boyd PLC,Grocery,4662,False
e5019b45-e8b5-41aa-988c-061a5b283562,2021-10-05 03:04:13.250238,600.8192568910247,Allen Group,Clothing,1633,False
4c85acdc-42b2-4cd1-bbb5-d5aeefc52bc2,2022-05-26 11:08:52.426158,75.40435142804515,Smith Inc,Electronics,9574,False
a345c488-11d4-4ac2-a7be-2b9251d01f7c,2021-05-26 08:24:05.330747,67.01338324976697,Solis Inc,Clothing,3162,False
79884c1f-5e66-48ad-a4e9-f71bf349eb62,2024-03-02 08:19:01.947886,790.7400037815535,Larson-Lamb,Entertainment,7837,False
0398fc92-5260-4d2a-bc3e-cc9dc97b4343,2020-08-30 01:45:17.569343,73.91072491268078,Hill LLC,Utilities,8636,False
3a9b7c74-5d34-4dee-a900-f3e230694e84,2020-02-17 12:21:17.965605,846.40429659565,"Allen, Weiss and Woods",Entertainment,6564,False
1f925fa3-8787-4836-a1ea-9041bdd605bd,2020-11-16 06:12:53.952397,502.1389905976601,"Moore, Reynolds and Krause",Clothing,8619,False
74c7b4a2-c9d9-44ec-859e-662874dab1a3,2020-12-05 09:07:06.759849,832.2414296670723,Suarez LLC,Electronics,3401,False
dfa3134c-0c44-4c82-a339-c27b3a2c5772,2022-07-31 14:51:19.151872,365.33016900341147,"Jacobs, Eaton and Snyder",Entertainment,9814,False
03da1446-ea40-476c-9e11-1d323faf719b,2021-07-17 05:55:13.490755,605.1168555356,Parker Group,Electronics,8915,False
7f11dd97-94b4-4273-bb50-3141128bddc1,2023-12-03 12:46:54.047460,133.9893436357071,Oneal-Goodwin,Clothing,5398,False
0a2025e3-7403-41ad-adaa-718e857c2719,2022-10-01 12:47:44.794171,366.3885935194957,Oconnor-Horton,Clothing,9112,False
71239f66-2c2e-4fa1-95ff-c7267792f051,2023-06-03 12:22:13.800248,184.03391521646648,Blankenship-Hubbard,Grocery,1099,False
19e13f02-b621-4e8e-b48b-58eec9caabc8,2022-01-04 03:16:59.226644,690.5061302924702,Rowe-Williams,Electronics,6578,False
c71de669-7128-49f9-97df-977bf3c77fea,2022-06-23 08:29:19.158970,319.551116695013,Stevenson-Carter,Utilities,5732,False
8d91f8ba-3045-40a3-b7ad-ea50954da099,2022-09-27 04:30:02.295967,611.4834255181544,"Nguyen, Armstrong and Vega",Entertainment,2740,False
6ab81ab2-3395-44fc-98d6-381b0e6c3caf,2021-09-02 06:39:44.848223,395.4169383623033,"Anderson, Black and Lawrence",Utilities,4189,True
42ef1754-5729-4afb-ad37-ce1091df0f66,2023-01-31 08:01:14.255980,272.1984753687326,Nicholson-Solomon,Utilities,9765,False
51efb20d-bd18-45b4-932a-3f00be93e734,2022-05-12 05:48:43.534644,940.0322286509148,"Quinn, Smith and Chung",Clothing,9404,False
730f4da0-7090-4a61-b1e9-f6c1775fafc5,2021-11-25 19:10:56.449848,269.91852095943534,Rodriguez-Parsons,Grocery,4249,False
9c84b56b-3fb7-4b46-b1c9-942da864ccc1,2023-02-28 03:54:25.542246,574.484719205782,Thompson Inc,Clothing,5714,False
8e02f238-900f-4fb2-8c22-2c9ffd99b48c,2022-02-02 10:48:27.107105,745.4126807276228,"Gibbs, Oliver and Vargas",Grocery,5782,False
86a1618a-b85c-4c4c-954e-d7a1e3e3a551,2022-02-09 21:07:12.882894,654.1012405209428,Wade and Sons,Entertainment,1302,False
d415267e-9652-458d-a668-fbaf86a41a51,2022-09-18 14:37:12.396106,818.5081371687755,"Williams, Sims and Lowe",Clothing,2412,False
6090bbb1-b8fd-4079-90a1-a51a84693368,2021-10-19 22:17:56.535265,878.7644572633478,Suarez-Williams,Electronics,9078,False
3e03fd91-7fa1-45d4-b747-b86f36f8af96,2020-11-14 07:24:25.146610,404.13448694130796,Valdez and Sons,Clothing,9745,False
b676cc8a-7593-499e-9a58-3d271c81ca61,2020-10-27 13:59:38.353965,201.65454844949227,Torres Ltd,Clothing,5576,False
ef7f9deb-aff7-4917-b342-ba03c379a551,2020-07-03 14:32:25.825998,601.0100027161908,Robinson and Sons,Clothing,7366,False
5d309e0b-9d86-45b4-843f-56226545ec86,2021-10-27 16:13:22.888551,904.6110941316226,Bean and Sons,Grocery,6016,False
0fa38991-dacc-429e-a6fb-c44d78768173,2022-03-07 12:50:21.312482,214.72965939228544,Mcknight-Gonzales,Entertainment,7633,False
b09b9cb0-47e8-48cb-9703-e88ae4bd1cd3,2022-10-12 15:45:50.405302,548.186907482172,Rodriguez Group,Grocery,1864,False
20ce3736-99e1-47f8-bd38-11456d5966b9,2022-11-17 03:50:43.180761,275.18242835114035,Le-Wood,Grocery,2922,False
43458282-bf15-4700-a32f-e5a4265e1c22,2023-01-02 21:29:30.166869,809.8417277090863,"Fields, Morrison and Adams",Grocery,8039,False
96ec0cf6-4632-4cd7-aa91-77af78b5574c,2022-09-19 06:41:18.078358,86.5008266456362,"Travis, Allen and Acosta",Entertainment,9505,False
1a49271c-f085-458e-9519-c93e65dad503,2020-03-11 07:48:15.566963,650.8236673631783,"Lewis, Davidson and Mendoza",Clothing,8859,False
05db87b9-9d34-40a1-9a65-ac0aac5ac3aa,2021-12-03 14:22:04.597975,762.4929945824846,"Thomas, Benitez and Villanueva",Grocery,1585,False
31df74bb-74a6-430d-9dd1-b916f59bac67,2021-02-27 15:57:08.930353,924.0342563783863,Ramirez-Bailey,Utilities,1676,False
2b0ca4b0-b78b-461a-a781-bc6e59c89c4e,2020-10-11 23:54:08.638760,967.8828355188539,Stafford-Johnson,Clothing,6523,False
9a823445-7bf7-42a7-abf0-5cdfe89d341e,2022-02-10 21:39:08.022609,768.90805106607,Tucker Ltd,Electronics,5354,False
167bed23-5f5b-41a9-8107-70c042548ba0,2022-09-11 01:25:34.753225,929.2083677096191,"Brown, Lucas and Garcia",Utilities,9633,False
dbf105e9-7b66-4c73-8d17-7fab8db80e52,2022-11-08 17:54:13.625861,556.0230752853864,Thomas-Webb,Entertainment,8947,False
5b87bd00-0d0d-45cb-8f6c-ffef9f3697b2,2023-10-25 01:58:50.093849,936.6623829246065,Horton LLC,Electronics,7509,False
8110d0b6-0af0-4641-90c4-5cb83824a18b,2020-09-01 10:39:34.187088,244.23142684027144,Horton and Sons,Clothing,6634,False
a41d2dd1-b405-40b1-b3a7-c846442a8673,2022-05-01 13:36:20.425645,520.3521817666677,Barrett Ltd,Entertainment,2677,False
fc7d69b4-97da-4ee5-8927-775cda4b6790,2023-07-26 02:36:25.189429,419.980848087963,Barton-Newton,Utilities,3972,False
08010800-9f02-4a05-929e-ff3591f7ea5c,2021-02-21 22:36:10.163244,216.9984938189331,Smith and Sons,Utilities,1998,False
661f5b8c-2832-4eed-9419-6e77edd47d8a,2021-01-17 03:46:18.711869,258.2642124959581,Beltran-Mills,Grocery,6110,False
52d83bc7-1995-4b43-a11a-7680ac5e4f12,2021-05-27 16:30:49.226021,392.9822626680738,Barajas Group,Grocery,3297,False
baecf23c-1c38-432e-a557-cbd832b3a4f6,2023-09-19 13:56:27.789243,212.4733961552926,"Wade, Klein and Harvey",Entertainment,7033,False
fb206007-907a-4f71-a4b7-5845a0842df2,2023-12-20 21:40:26.112420,124.79460342225008,"Mueller, Young and Brown",Utilities,7298,False
82c8ebed-03a2-4b9f-be20-4d2787e5f31c,2020-12-29 02:20:26.293492,13.262633758306771,Figueroa Group,Grocery,5143,False
e61cd935-30d4-45c8-b3d6-345767039012,2020-12-22 02:39:23.635174,218.62206895904401,"Schmidt, Rowland and Perez",Clothing,4563,False
ccbf1aa0-f799-4e42-a8e8-6f336e0ade0c,2021-11-12 18:27:27.029779,67.74860208091118,Vasquez and Sons,Entertainment,6261,False
452643bd-ff51-4e12-a2dc-3bd2388b2cf6,2021-10-20 11:39:27.791944,428.1964449141016,"Watkins, Bonilla and Harrison",Electronics,2554,False
8d2f2810-94f9-4be4-a87b-4b99483bf847,2022-09-16 19:35:48.213424,395.56826192599544,Ward-Perez,Grocery,6710,False
6d3e2885-69c0-4f32-893d-969d170c4f79,2021-06-12 17:42:05.608632,121.16795175342305,"Patterson, Bradley and Blake",Entertainment,8877,False
7a39f802-d1d1-4ee3-8328-8b330d24c506,2022-06-06 22:17:21.087384,457.2285758767698,"Thomas, Arroyo and Johnson",Entertainment,6551,False
1f3f212a-2ac2-40e4-8808-53e88aa2c0db,2021-05-31 02:41:08.523623,946.7754496217036,Mullins-Mckee,Electronics,4845,False
a1b23e02-1a32-4fb3-896d-fee2cade82fa,2020-01-21 21:14:47.150213,396.93805693119594,Murray-Wilson,Grocery,1808,False
42aa0231-013a-40ca-9229-412d45b1906f,2022-01-08 13:29:05.124330,192.9096145675911,Jones-Davidson,Electronics,1241,False
5e8cddc9-17a5-4e88-a559-f07eab7cf88e,2022-08-12 22:04:09.376772,603.5273751400052,"Baker, Hines and Mitchell",Electronics,8612,False
85e14e69-1890-422e-8ba8-c017a0f36e0e,2022-11-11 09:09:59.346024,154.24082617463992,Baker PLC,Utilities,1595,False
5679dcdd-2d90-41ac-90e7-6a5e004755df,2022-03-30 19:20:05.158409,395.57728468811183,Welch-Crawford,Electronics,9182,False
f60b9887-603d-4f79-a252-3adf3a764d71,2024-04-07 08:45:57.705266,994.5989278153112,"Williamson, Blair and Daniels",Grocery,2570,False
c15d0aab-945c-4a54-bb99-7df1417a1506,2021-07-10 05:07:32.733896,548.0528879566086,"Miller, Smith and Casey",Entertainment,7583,False
0b5405ab-5891-452f-9dc4-e075db3718d7,2023-03-20 11:44:49.753123,758.9033278069668,Evans-Miller,Grocery,7497,False
d7615d76-4b32-4c70-a68c-d1ac9cc04134,2023-09-13 02:10:39.650563,285.71194818625725,"Howe, Mahoney and Simon",Entertainment,1781,False
4e4eb279-9ef7-4ea0-9f33-1a146af62a0c,2024-02-22 16:07:27.770398,359.29883835845305,Orr-Kaiser,Utilities,6210,True
acab9248-6bf1-4a5b-b676-515472b9d358,2023-07-11 11:41:59.616320,725.2958153001736,Moore LLC,Utilities,5044,False
1b12386a-56b8-40a5-9240-acfe351eb35f,2020-05-24 09:31:55.455641,560.1724730478684,Hanson LLC,Grocery,4611,False
c0af0834-5f51-46bf-b60c-1fe15bc1972b,2020-10-27 05:00:05.454751,169.77263215748326,"Mason, Clarke and Phillips",Entertainment,7281,False
dae0acf8-fc6b-4e35-9274-e31f9d99b99b,2023-04-15 01:43:39.461822,578.077889387867,Yang-Dougherty,Electronics,7977,False
53c24f37-8640-419d-ba92-49322d1b2558,2020-10-02 14:46:47.727695,325.14387743883117,Jarvis Ltd,Clothing,5697,False
62df55d8-410b-4173-acf1-79f79554cdb9,2022-02-10 09:58:10.301939,538.8346481475018,Young PLC,Grocery,1631,False
dde94112-fd86-4db2-8350-1793c7152df5,2022-12-20 18:53:53.031395,483.8419492341506,Valencia-Wright,Entertainment,8906,False
4721c2c0-a225-406d-9985-d512644a4b2c,2021-03-09 17:37:17.748272,118.02986490471,Hunt-Huang,Entertainment,2712,False
de007740-939f-410f-b7fa-abd148bbf585,2023-05-14 20:49:55.284297,362.6523977779407,Villanueva Group,Grocery,1695,False
0fbe712d-5e0d-4783-9c9b-abea9e5d9b9f,2022-06-17 09:38:00.416514,376.0027766601802,Stanley-Jordan,Grocery,5149,False
7ffb0ca7-c0d1-4200-ab9e-789434f7d865,2021-04-28 00:48:37.061850,119.16123884510796,Kelly-Rocha,Clothing,9848,False
d79e6bdc-ed01-4901-bc2e-b2ae069f951b,2023-09-24 21:36:42.628873,386.34029285719083,"Snyder, Murray and Perez",Utilities,1828,False
588fe8da-0081-4ced-8dcc-e486bd995b83,2020-11-07 22:23:35.488188,757.7208860550902,Knight and Sons,Clothing,5308,False
2e6e2b71-c473-46ec-81cd-b78021e26aca,2021-03-31 02:43:19.969862,532.065089090809,Mcgee-Copeland,Electronics,8649,False
dd9592a3-bd52-4732-b32c-98e7a829f16a,2023-02-17 23:47:05.245126,146.69045391159682,Castro-Mann,Grocery,4348,False
50cf41da-4f80-471d-be71-82736adbe4f1,2022-06-24 00:17:25.638867,832.5532793375373,Vaughan-Ryan,Entertainment,4912,False
51e2102b-e02c-426c-8286-a8efce66520d,2023-12-19 16:12:22.370521,755.3720393769232,"Roach, Estrada and Reed",Utilities,5705,False
20368203-1944-45a7-abe3-95f6963f2c1e,2024-04-22 02:56:51.662997,327.7701667426692,"Gibbs, Johnson and Jones",Entertainment,6895,False
427cb27c-7469-4b78-847c-3a325da80b17,2021-01-06 14:19:34.184087,837.328435815868,"Jenkins, Baker and Rose",Electronics,4855,False
75fdd181-7c6b-4670-b6b7-f0c09ddccdcc,2021-06-15 14:45:11.268888,988.3597437667655,Hunt PLC,Clothing,7448,False
7356136f-5046-42c6-b25e-fbcfac48516c,2022-02-10 23:37:12.780553,257.74157039446936,Miller and Sons,Utilities,1812,False
683b9298-a886-4271-9cd8-85f060aa57a2,2022-11-04 23:22:39.490231,298.82136428062466,Butler-Chen,Grocery,2231,False
5f10c08e-c7c1-4913-94cb-17d112f0d101,2021-02-06 02:22:46.330302,91.9707147054643,"Hess, Coffey and Clark",Entertainment,4555,False
16dec776-c30c-4f5e-9510-ab2e008c0ccf,2023-09-13 02:03:03.056711,634.4965279954491,"Delgado, Pruitt and Brown",Grocery,1390,False
5dc6dba9-a6a2-4732-ac63-3c1647b320d5,2021-06-23 13:49:03.890777,707.8541350332359,"Flynn, Adams and Jenkins",Grocery,7713,False
4c734799-60e1-4a17-911b-74de5745422f,2020-09-16 14:35:42.185855,906.3455243018458,"Dominguez, Fuller and Winters",Utilities,1827,False
fd555c69-6f7e-4489-a366-b237dce5162e,2020-08-13 11:39:34.768725,92.4794588486265,"Mcclain, Watson and Fox",Grocery,2735,False
8e611e00-4c01-40bd-9eca-97bce99d7dc3,2021-06-15 18:50:44.711129,669.9014758821131,"Avery, Owens and Evans",Grocery,2422,False
85ae3d4b-8fa2-4baa-9b30-e18a4283a88c,2022-09-15 11:58:02.322390,890.5033712706731,"Cain, Brown and Palmer",Electronics,4826,False
c46b1092-ab7e-4a8e-a862-18d7ca93206f,2023-12-17 16:53:38.468001,269.8900115299479,"Brown, Johnson and Vang",Grocery,9848,False
2f15b14d-e5d5-4e83-96df-ca7e70e043f0,2021-05-27 11:47:54.931775,23.107860347102374,Brown-Young,Clothing,8298,False
087586c3-ceea-4f15-8c4f-93fc1510d2e2,2020-10-07 22:28:54.390408,237.8482470251498,Brown-Price,Grocery,9519,False
aeda2763-7b9d-47c8-855e-b15ed12f496e,2021-06-21 18:44:03.492995,643.600916506342,Le-Glover,Clothing,4623,False
bbf7c925-c1fe-4468-a285-20c4ab99f3ff,2022-08-05 11:38:42.983114,996.2327655540062,Johnson and Sons,Utilities,7283,False
